x,y,z,class,start_time,end_time,start_datetime,end_datetime,sound_path,sampled,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light),propagated_class
-2.9377265,6.4858212,7.9968348,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_116.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-2.9569361,6.4849577,7.9839582,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_117.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.2518608,9.859102,10.465218,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_128.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.6151462,6.638847,11.190148,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_161.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-3.0797122,6.314986,7.851429,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_239.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.04646586,8.912291,10.32383,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_247.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.046892412,8.90414,10.31499,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_248.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.1582582,5.3978066,9.217221,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_3.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.120617546,5.531857,9.254241,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_4.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0007304,5.5587225,9.503157,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_5.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.13072434,5.3920183,9.251008,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_6.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.37330577,7.26346,8.350449,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_12.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.16057067,6.0476947,9.262398,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_49.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0559131,5.674422,9.48949,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_50.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.2820497,6.0462246,9.952333,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_51.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.38486606,7.8729563,9.308933,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_100.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.15071017,5.1598325,9.679478,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_102.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.038219526,5.1367836,9.677504,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_103.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.018500635,5.200539,9.700309,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_104.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.13992637,4.971195,9.606645,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_105.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.15054408,4.962895,9.623072,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_106.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.20921417,4.9260073,9.5547285,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_107.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.5371558,4.6689954,9.799029,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_114.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.49636826,4.7262125,9.779835,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_133.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.5374664,5.4449754,10.014242,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_134.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.605561,5.4923463,9.943537,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_135.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.8666204,5.4857273,8.957872,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_136.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.3541354,5.8243103,10.011387,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_137.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.54178405,5.4382052,10.0006075,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_139.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.17774984,7.0139117,10.270325,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_147.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.110944554,7.9038506,9.780687,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_157.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.42338634,7.0345855,10.432607,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T060000+1000_REC_158.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.87455595,4.1329274,9.598018,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_0.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.1253673,6.7963376,10.083423,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_1.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.6813006,6.5407033,9.789914,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_2.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.53402,4.013761,9.733492,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_3.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.058328312,8.444481,9.714966,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_4.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.47968215,6.609781,11.242305,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_5.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.1144482,6.821552,10.077331,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_6.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.46610358,6.2029905,11.265287,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_7.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.16279306,7.92269,10.95616,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_8.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.37388265,6.6332846,11.127511,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_9.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.335315,4.5650287,9.62607,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_10.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.6550072,3.794001,9.916307,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_11.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.50191027,7.1299987,9.941985,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_12.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.5058403,6.5223956,11.255643,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_13.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.4555893,6.9615083,10.242932,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_14.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.46175238,7.701809,10.920482,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_15.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.51205236,6.6994586,11.225578,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_16.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.45967633,6.4813514,11.301147,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_17.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.45758656,6.7787457,11.252884,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_19.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.5570811,3.8345199,9.999121,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_20.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.7180183,6.4949007,9.759391,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_21.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.05939545,8.736917,10.280127,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_22.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.26515707,6.7979126,10.748598,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_23.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.1210183,8.227159,9.096246,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_24.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.3430233,4.7360535,9.539559,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_25.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.878393,4.1547527,9.571902,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_26.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.13081972,9.078475,9.927909,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_27.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.1250021,6.80732,10.078933,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_28.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.6007903,3.852731,9.909564,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_29.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.6116173,6.341491,10.913688,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_31.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.5623436,3.8295515,9.993813,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_32.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.30644798,6.8071237,11.077303,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_33.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0995053,8.231045,9.05298,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_34.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.54025817,8.144897,9.316059,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_35.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.041748747,7.432018,11.129644,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_36.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.9102338,4.223911,10.083839,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_37.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.061302744,6.141305,10.261874,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_38.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.06108944,4.869597,9.771268,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_39.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.12216053,4.978734,9.68859,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_40.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.5056263,6.2209945,11.239903,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_41.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.8454639,6.5856996,10.686661,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_43.wav,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.43047813,7.1497684,9.92316,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_44.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.47990602,6.851314,11.149607,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_45.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0268085,4.361392,9.123786,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_46.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.33844802,6.3516297,10.705648,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_47.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.21562654,7.9354434,10.883751,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_48.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0246497,4.3625107,9.219411,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_49.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.4180544,6.5790157,11.175409,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_50.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.5876616,5.006768,10.26568,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_51.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-2.62853,5.6534595,9.771404,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_54.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.9336674,4.5974374,9.503144,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_55.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0670031,4.4141173,9.156948,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_56.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.0569228,4.420205,9.229631,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_57.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-1.1407592,4.477059,8.978332,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_58.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
0.2368806,6.880971,9.304149,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_59.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
-0.2753144,7.6366744,10.41459,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T080000+1000_REC_60.wav,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,birds
