x,y,z,class,sound_path,GT,SA
1.0337176,1.6432611,8.619317,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_193.5-198.0.wav,,
1.4508866,2.0068998,8.506115,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_198.0-202.5.wav,,
1.3984675,1.9445398,8.4838085,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_202.5-207.0.wav,,
1.3695799,1.9233725,8.450662,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_207.0-211.5.wav,,
1.833993,2.2546465,8.595667,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_211.5-216.0.wav,,
1.4742025,1.9931222,8.481654,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_216.0-220.5.wav,,
1.2300208,1.7705767,8.520016,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_22.5-27.0.wav,,
1.6083684,2.0227437,8.580259,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_220.5-225.0.wav,,
1.4585614,2.0602772,8.703911,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_225.0-229.5.wav,,
1.6937298,2.2014825,8.919873,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_234.0-238.5.wav,,
1.7018183,2.1586032,8.484492,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_238.5-243.0.wav,,
1.4267114,1.9757507,8.478525,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_243.0-247.5.wav,,
1.7669001,2.1823835,8.549884,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_247.5-252.0.wav,,
1.4200474,2.0276444,8.931538,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_252.0-256.5.wav,,
1.8331888,2.2398987,8.818691,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_256.5-261.0.wav,,
1.3834363,1.9408098,8.466455,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_261.0-265.5.wav,,
1.3311486,1.8887199,8.436624,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_265.5-270.0.wav,,
1.0773342,1.6736745,8.598633,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_27.0-31.5.wav,,
1.3719376,1.9253467,8.472005,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_270.0-274.5.wav,,
1.0968938,1.6964436,8.650315,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_274.5-279.0.wav,,
1.3757051,1.9453746,8.773431,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_279.0-283.5.wav,,
1.4209596,1.9611466,8.45139,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_283.5-288.0.wav,,
1.6832126,2.1121771,8.562118,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_288.0-292.5.wav,,
1.2611798,1.8248801,8.528275,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_292.5-297.0.wav,,
1.2115554,1.7654687,8.546603,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_297.0-301.5.wav,,
1.5594704,2.0486953,8.464625,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_301.5-306.0.wav,,
1.787172,2.190911,8.556082,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_306.0-310.5.wav,,
1.0830773,1.6783429,8.602709,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_31.5-36.0.wav,,
1.5184802,2.048787,8.605203,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_310.5-315.0.wav,,
1.0852458,1.6807511,8.597119,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_315.0-319.5.wav,,
1.4158392,1.9901313,8.501524,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_319.5-324.0.wav,,
1.345431,1.8961859,8.439046,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_324.0-328.5.wav,,
1.3743031,1.9286375,8.472747,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_328.5-333.0.wav,,
1.4846575,2.0133786,8.440749,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_333.0-337.5.wav,,
1.4228784,1.9824119,8.472822,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_337.5-342.0.wav,,
1.1154308,1.7138139,8.64615,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_342.0-346.5.wav,,
1.4056088,1.9717395,8.475473,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_346.5-351.0.wav,,
1.4476055,2.00874,8.477467,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_351.0-355.5.wav,,
1.5774051,2.102442,8.597729,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_355.5-360.0.wav,,
1.091371,1.6963524,8.632774,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_36.0-40.5.wav,,
1.6092572,2.0868351,8.480249,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_360.0-364.5.wav,,
1.7720263,2.2459683,9.041039,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_364.5-369.0.wav,,
1.3364341,2.004579,9.098101,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_369.0-373.5.wav,,
1.4143014,2.0030453,8.629135,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_373.5-378.0.wav,,
1.4603006,1.9947097,8.490997,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_378.0-382.5.wav,,
1.8184873,2.2147017,8.727087,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_382.5-387.0.wav,,
1.3791546,1.9965057,9.210256,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_387.0-391.5.wav,,
1.3810779,2.0225642,8.981706,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_391.5-396.0.wav,,
1.3770677,1.9749937,8.742005,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_396.0-400.5.wav,,
1.438876,1.978375,8.487226,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_4.5-9.0.wav,,
1.2927252,1.7806401,8.553463,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_40.5-45.0.wav,,
1.5626856,2.1150305,9.226801,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_400.5-405.0.wav,,
1.6534787,2.1877866,9.109361,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_405.0-409.5.wav,,
1.822021,2.2364256,8.596935,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_409.5-414.0.wav,,
1.6004244,2.06981,8.502063,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_414.0-418.5.wav,,
1.8072838,2.312876,9.117449,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_418.5-423.0.wav,,
1.9556051,2.338226,9.357817,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_423.0-427.5.wav,,
1.6496072,2.2628715,9.377718,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_427.5-432.0.wav,,
1.7454513,2.3669422,9.263753,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_441.0-445.5.wav,,
1.9349262,2.3707454,8.880335,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_445.5-450.0.wav,,
1.389432,1.6602691,8.682486,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_45.0-49.5.wav,,
1.913275,2.340675,8.685348,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_450.0-454.5.wav,,
1.6303784,2.0991888,8.512841,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_454.5-459.0.wav,,
1.820736,2.2344775,8.602276,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_459.0-463.5.wav,,
1.9655805,2.3939629,8.8877125,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_463.5-468.0.wav,,
1.7771188,2.3482847,9.22364,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_468.0-472.5.wav,,
2.005599,2.3251266,9.585267,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_472.5-477.0.wav,,
1.9237312,2.368018,9.036556,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_477.0-481.5.wav,,
1.9268323,2.3729117,8.790691,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_481.5-486.0.wav,,
1.7218703,2.1728046,8.632612,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_486.0-490.5.wav,,
1.3522253,1.7332278,8.622125,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_49.5-54.0.wav,,
1.5589579,2.0317245,9.024587,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_490.5-495.0.wav,,
2.1521301,2.279348,9.875739,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_495.0-499.5.wav,,
2.2333455,2.3236344,9.95143,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_499.5-504.0.wav,,
1.8855253,2.2664936,8.744205,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_504.0-508.5.wav,,
1.809997,2.2725022,8.676412,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_508.5-513.0.wav,,
1.9652847,2.3754792,8.910913,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_513.0-517.5.wav,,
1.8888202,2.3521101,9.153489,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_517.5-522.0.wav,,
1.9893851,2.318268,9.704049,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_522.0-526.5.wav,,
1.7367661,2.2744272,9.148077,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_526.5-531.0.wav,,
1.4502858,2.003409,8.480482,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_531.0-535.5.wav,,
1.6111107,2.1609273,8.728518,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_535.5-540.0.wav,,
1.367523,1.744784,8.634327,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_54.0-58.5.wav,,
1.8474679,2.248378,8.736006,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_540.0-544.5.wav,,
1.8919598,2.2850516,8.735376,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_544.5-549.0.wav,,
2.1506472,2.4398508,9.682379,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_549.0-553.5.wav,,
1.7313176,2.1834722,8.647628,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_553.5-558.0.wav,,
1.5461011,2.1103687,9.152964,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_558.0-562.5.wav,,
1.649809,2.2494028,9.279642,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_562.5-567.0.wav,,
1.6958767,2.2319489,9.166078,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_567.0-571.5.wav,,
1.9944478,2.3555453,8.946491,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_571.5-576.0.wav,,
2.0314941,2.2830155,9.019101,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_576.0-580.5.wav,,
1.2409729,1.7836188,8.769611,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_58.5-63.0.wav,,
2.0556877,2.3110971,9.040317,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_580.5-585.0.wav,,
1.6633319,2.1961586,8.999885,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_589.5-594.0.wav,,
1.7676244,2.3843591,9.372669,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_594.0-598.5.wav,,
1.9636043,2.157812,9.658661,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_598.5-603.0.wav,,
1.8664919,2.4852128,9.40465,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_603.0-607.5.wav,,
1.8890423,2.2525418,8.9747,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_607.5-612.0.wav,,
1.5161018,2.0920715,9.196342,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_612.0-616.5.wav,,
1.5365558,2.1276386,9.187757,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_616.5-621.0.wav,,
2.165295,2.4134753,9.79678,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_621.0-625.5.wav,,
1.6639779,2.3321111,9.462555,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_625.5-630.0.wav,,
1.2621484,1.8151559,8.530079,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_63.0-67.5.wav,,
1.6858554,2.3007517,9.421734,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_630.0-634.5.wav,,
1.818613,2.1900415,8.6604185,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_634.5-639.0.wav,,
1.6622533,2.2749553,9.400461,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_639.0-643.5.wav,,
1.5629494,2.21335,9.451622,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_643.5-648.0.wav,,
2.2574406,2.3234262,10.019045,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_648.0-652.5.wav,,
1.6606634,2.316651,9.455657,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_652.5-657.0.wav,,
1.7731926,2.3609855,9.394513,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_657.0-661.5.wav,,
1.601939,2.224121,9.366505,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_661.5-666.0.wav,,
1.8607737,2.1904976,9.697482,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_666.0-670.5.wav,,
1.3362985,1.9380579,8.82177,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_67.5-72.0.wav,,
1.7323813,2.13798,8.63535,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_670.5-675.0.wav,,
2.2136016,2.3278925,9.959452,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_675.0-679.5.wav,,
1.6928653,2.296247,9.499704,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_679.5-684.0.wav,,
1.707213,2.3015141,9.385333,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_684.0-688.5.wav,,
1.3750521,2.0108726,9.076442,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_688.5-693.0.wav,,
1.7857573,2.1934042,8.554119,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_693.0-697.5.wav,,
1.5639939,2.2044497,9.415139,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_697.5-702.0.wav,,
2.2018497,2.3792124,9.8460455,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_702.0-706.5.wav,,
2.2457023,2.4877348,9.601106,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_706.5-711.0.wav,,
1.6396792,2.3213415,9.439525,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_711.0-715.5.wav,,
1.6105535,2.205145,9.225178,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_715.5-720.0.wav,,
1.4121125,1.9573667,8.497202,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_72.0-76.5.wav,,
1.866031,2.2070296,8.902066,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_720.0-724.5.wav,,
1.5940939,2.2265954,9.465004,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_724.5-729.0.wav,,
2.2170362,2.334495,9.911351,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_729.0-733.5.wav,,
2.2580552,2.3211825,10.021357,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_733.5-738.0.wav,,
1.6200306,2.3099232,9.408447,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_738.0-742.5.wav,,
1.778981,2.1949737,8.587981,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_742.5-747.0.wav,,
1.3681973,2.0080035,9.091149,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_747.0-751.5.wav,,
1.9237852,2.2450228,8.87341,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_751.5-756.0.wav,,
1.983791,2.300608,9.700787,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_756.0-760.5.wav,,
1.3329413,1.7796544,8.592585,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_76.5-81.0.wav,,
2.1099877,2.3433475,9.835879,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_760.5-765.0.wav,,
1.9367669,2.2101724,9.0607605,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_765.0-769.5.wav,,
1.7730998,2.3923166,9.353824,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_769.5-774.0.wav,,
2.206178,2.3208492,9.902742,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_783.0-787.5.wav,,
2.1762335,2.2242177,9.8776655,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_787.5-792.0.wav,,
2.2645888,2.2372267,10.025529,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_792.0-796.5.wav,,
2.0571918,2.255074,9.09331,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_796.5-801.0.wav,,
2.0175402,2.1149244,9.825548,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_801.0-805.5.wav,,
1.4383881,2.0381591,9.25223,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_805.5-810.0.wav,,
1.4198589,1.7530559,8.707341,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_81.0-85.5.wav,,
2.2395732,2.4705849,9.609448,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_810.0-814.5.wav,,
2.1809416,2.4175477,9.817717,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_814.5-819.0.wav,,
2.024297,2.0905037,9.737478,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_819.0-823.5.wav,,
1.8628995,2.036161,9.709738,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_823.5-828.0.wav,,
1.8581476,2.00774,9.806319,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_828.0-832.5.wav,,
1.8642328,2.0327055,9.714577,0,D:\PhD-data\Mourachan-WetA\20210509T000000+1000_REC_832.5-837.0.wav,,
